GAGA-ID	Species	Description	Download	Output name	Tissue	Caste	Note	SRA accession	Bioproject	BioSample	Assay Type	AvgSpotLen	Bases	Bytes	Center Name	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	Sample Name	SRA Study	GEO_Accession	source_name	genotype/variation	social_status	Strain	BIOME	Collection_date	dev_stage	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	health_state	Isolate	Library Name	sex	tissue_type																												
NCBI-0001	Ooceraea biroi				Brain			SRR1803095	PRJNA273874	SAMN03332212	RNA-Seq	101	2.47 G	1.50 Gb	THE ROCKEFELLER UNIVERSITY	SRX875872	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_19	SRP054963	female	Invertebrate	adult	brain	28/03/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL1 (Line A)	C16IV	Larvae	L006_R1_001.fastq.gz	Reproductive	19	3	19	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803097	PRJNA273874	SAMN03332213	RNA-Seq	101	2.57 G	1.56 Gb	THE ROCKEFELLER UNIVERSITY	SRX875873	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_20	SRP054963	female	Invertebrate	adult	brain	28/03/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL1 (Line A)	C16IV	Larvae	L006_R1_001.fastq.gz	Reproductive	20	3	20	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803098	PRJNA273874	SAMN03332214	RNA-Seq	101	2.75 G	1.66 Gb	THE ROCKEFELLER UNIVERSITY	SRX875874	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_21	SRP054963	female	Invertebrate	adult	brain	28/03/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL1 (Line A)	C16IV	Larvae	L006_R1_001.fastq.gz	Reproductive	21	3	21	96																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803104	PRJNA273874	SAMN03332215	RNA-Seq	202	7.56 G	4.22 Gb	THE ROCKEFELLER UNIVERSITY	SRX875862	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_22	SRP054963	female	Invertebrate	adult	brain	26/08/2013	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL1 (Line A)	C16IV	Pupae	L003_R1_001.fastq.gz	Reproductive	22	1	22	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803105	PRJNA273874	SAMN03332216	RNA-Seq	101	1.96 G	1.25 Gb	THE ROCKEFELLER UNIVERSITY	SRX875875	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_23	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Larvae	L001_R1_0012.fastq.gz	Brood Care	23	6	23	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803107	PRJNA273874	SAMN03332217	RNA-Seq	202	4.69 G	2.91 Gb	THE ROCKEFELLER UNIVERSITY	SRX875863	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_24	SRP054963	female	Invertebrate	adult	brain	15/03/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Larvae	L001_R1_001.fastq.gz	Brood Care	24	2	24	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803109	PRJNA273874	SAMN03332218	RNA-Seq	101	1.79 G	1.14 Gb	THE ROCKEFELLER UNIVERSITY	SRX875876	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_25	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Pupae	L001_R1_0012.fastq.gz	Brood Care	25	6	25	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803111	PRJNA273874	SAMN03332219	RNA-Seq	101	1.94 G	1.23 Gb	THE ROCKEFELLER UNIVERSITY	SRX875877	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_26	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Pupae	L001_R1_0012.fastq.gz	Brood Care	26	6	26	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803112	PRJNA273874	SAMN03332220	RNA-Seq	101	1.57 G	1.00 Gb	THE ROCKEFELLER UNIVERSITY	SRX875878	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_27	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Pupae	L001_R1_0012.fastq.gz	Brood Care	27	6	27	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803113	PRJNA273874	SAMN03332221	RNA-Seq	101	1.84 G	1.18 Gb	THE ROCKEFELLER UNIVERSITY	SRX875879	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_28	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Pupae	L001_R1_0012.fastq.gz	Brood Care	28	6	28	96																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803115	PRJNA273874	SAMN03332222	RNA-Seq	101	1.66 G	1.06 Gb	THE ROCKEFELLER UNIVERSITY	SRX875880	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_29	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Larvae	L001_R1_0012.fastq.gz	Reproductive	29	6	29	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803119	PRJNA273874	SAMN03332223	RNA-Seq	101	1.38 G	903.64 Mb	THE ROCKEFELLER UNIVERSITY	SRX875882	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_30	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Larvae	L001_R1_0012.fastq.gz	Reproductive	30	6	30	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803120	PRJNA273874	SAMN03332224	RNA-Seq	101	1.96 G	1.24 Gb	THE ROCKEFELLER UNIVERSITY	SRX875883	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_31	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Larvae	L001_R1_0012.fastq.gz	Reproductive	31	6	31	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803123	PRJNA273874	SAMN03332225	RNA-Seq	101	1.87 G	1.19 Gb	THE ROCKEFELLER UNIVERSITY	SRX875884	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_32	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Larvae	L001_R1_0012.fastq.gz	Reproductive	32	6	32	96																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803125	PRJNA273874	SAMN03332226	RNA-Seq	101	1.79 G	1.14 Gb	THE ROCKEFELLER UNIVERSITY	SRX875885	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_33	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Pupae	L001_R1_0012.fastq.gz	Reproductive	33	6	33	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803126	PRJNA273874	SAMN03332227	RNA-Seq	202	10.20 G	6.31 Gb	THE ROCKEFELLER UNIVERSITY	SRX875864	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_34	SRP054963	female	Invertebrate	adult	brain	15/03/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Pupae	L001_R1_001.fastq.gz	Reproductive	34	2	34	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803128	PRJNA273874	SAMN03332228	RNA-Seq	101	839.23 M	512.30 Mb	THE ROCKEFELLER UNIVERSITY	SRX875886	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_35	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1II	Pupae	L002_R1_001.fastq.gz	Reproductive	35	6	35	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803130	PRJNA273874	SAMN03332229	RNA-Seq	101	1.76 G	1.11 Gb	THE ROCKEFELLER UNIVERSITY	SRX875887	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_36	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Larvae	L001_R1_0012.fastq.gz	Brood Care	36	6	36	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803131	PRJNA273874	SAMN03332230	RNA-Seq	202	10.31 G	6.44 Gb	THE ROCKEFELLER UNIVERSITY	SRX875865	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_37	SRP054963	female	Invertebrate	adult	brain	15/03/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Larvae	L001_R1_001.fastq.gz	Brood Care	37	2	37	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803132	PRJNA273874	SAMN03332231	RNA-Seq	101	864.31 M	529.57 Mb	THE ROCKEFELLER UNIVERSITY	SRX875888	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_38	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Larvae	L002_R1_001.fastq.gz	Brood Care	38	6	38	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803134	PRJNA273874	SAMN03332232	RNA-Seq	101	1.63 G	1.03 Gb	THE ROCKEFELLER UNIVERSITY	SRX875889	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	14/02/2015	C.biroi_brains_39	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Pupae	L001_R1_0012.fastq.gz	Brood Care	39	6	39	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803135	PRJNA273874	SAMN03332233	RNA-Seq	101	1.46 G	950.17 Mb	THE ROCKEFELLER UNIVERSITY	SRX875890	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/02/2015	C.biroi_brains_40	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Pupae	L001_R1_0012.fastq.gz	Brood Care	40	6	40	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803137	PRJNA273874	SAMN03332234	RNA-Seq	101	2.05 G	1.30 Gb	THE ROCKEFELLER UNIVERSITY	SRX875891	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/02/2015	C.biroi_brains_41	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Pupae	L001_R1_0012.fastq.gz	Brood Care	41	6	41	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803138	PRJNA273874	SAMN03332235	RNA-Seq	101	961.48 M	635.33 Mb	THE ROCKEFELLER UNIVERSITY	SRX875892	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	14/02/2015	C.biroi_brains_42	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Pupae	L001_R1_0012.fastq.gz	Brood Care	42	6	42	96																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803140	PRJNA273874	SAMN03332236	RNA-Seq	101	2.18 G	1.38 Gb	THE ROCKEFELLER UNIVERSITY	SRX875893	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	14/02/2015	C.biroi_brains_43	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Larvae	L001_R1_0012.fastq.gz	Reproductive	43	6	43	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803141	PRJNA273874	SAMN03332237	RNA-Seq	101	806.84 M	533.85 Mb	THE ROCKEFELLER UNIVERSITY	SRX875894	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	14/02/2015	C.biroi_brains_44	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Larvae	L001_R1_0012.fastq.gz	Reproductive	44	6	44	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803142	PRJNA273874	SAMN03332238	RNA-Seq	101	2.26 G	1.43 Gb	THE ROCKEFELLER UNIVERSITY	SRX875895	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	14/02/2015	C.biroi_brains_45	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Larvae	L001_R1_0012.fastq.gz	Reproductive	45	6	45	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803143	PRJNA273874	SAMN03332239	RNA-Seq	101	1.72 G	1.09 Gb	THE ROCKEFELLER UNIVERSITY	SRX875896	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	14/02/2015	C.biroi_brains_46	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Larvae	L001_R1_0012.fastq.gz	Reproductive	46	6	46	96																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803144	PRJNA273874	SAMN03332240	RNA-Seq	101	924.34 M	607.66 Mb	THE ROCKEFELLER UNIVERSITY	SRX875897	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	14/02/2015	C.biroi_brains_47	SRP054963	female	Invertebrate	adult	brain	26/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Pupae	L001_R1_0012.fastq.gz	Reproductive	47	6	47	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803145	PRJNA273874	SAMN03332241	RNA-Seq	202	10.42 G	6.45 Gb	THE ROCKEFELLER UNIVERSITY	SRX875866	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	ILLUMINA	14/02/2015	C.biroi_brains_48	SRP054963	female	Invertebrate	adult	brain	15/03/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Peter Oxley	1 month	not applicable	worker	MLL4 (Line B)	STC1IV	Pupae	L001_R1_001.fastq.gz	Reproductive	48	2	48	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1803214	PRJNA273874	SAMN03332242	RNA-Seq	101	1.17 G	728.38 Mb	THE ROCKEFELLER UNIVERSITY	SRX875898	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	14/02/2015	C.biroi_brains_49	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Larvae	L001_R1_0012.fastq.gz	Brood Care	49	5	49	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805216	PRJNA273874	SAMN03332244	RNA-Seq	101	1.14 G	714.31 Mb	THE ROCKEFELLER UNIVERSITY	SRX876224	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_51	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Pupae	L001_R1_0012.fastq.gz	Brood Care	51	5	51	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805217	PRJNA273874	SAMN03332243	RNA-Seq	202	9.52 G	5.90 Gb	THE ROCKEFELLER UNIVERSITY	SRX876144	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_50	SRP054963	female	Invertebrate	adult	brain	15/03/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Larvae	L001_R1_001.fastq.gz	Brood Care	50	2	50	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805218	PRJNA273874	SAMN03332245	RNA-Seq	101	1.52 G	939.48 Mb	THE ROCKEFELLER UNIVERSITY	SRX876225	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_52	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Pupae	L001_R1_0012.fastq.gz	Brood Care	52	5	52	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805219	PRJNA273874	SAMN03332246	RNA-Seq	101	1.41 G	882.54 Mb	THE ROCKEFELLER UNIVERSITY	SRX876226	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_53	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Pupae	L001_R1_0012.fastq.gz	Brood Care	53	5	53	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805220	PRJNA273874	SAMN03332247	RNA-Seq	101	2.00 G	1.21 Gb	THE ROCKEFELLER UNIVERSITY	SRX876227	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_54	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Pupae	L001_R1_0012.fastq.gz	Brood Care	54	5	54	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805221	PRJNA273874	SAMN03332248	RNA-Seq	101	1.80 G	1.08 Gb	THE ROCKEFELLER UNIVERSITY	SRX876228	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_55	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Larvae	L001_R1_0012.fastq.gz	Reproductive	55	5	55	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805222	PRJNA273874	SAMN03332249	RNA-Seq	101	1.38 G	871.62 Mb	THE ROCKEFELLER UNIVERSITY	SRX876229	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_56	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Larvae	L001_R1_0012.fastq.gz	Reproductive	56	5	56	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805223	PRJNA273874	SAMN03332250	RNA-Seq	101	1.68 G	1.02 Gb	THE ROCKEFELLER UNIVERSITY	SRX876230	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_57	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Larvae	L001_R1_0012.fastq.gz	Reproductive	57	5	57	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805224	PRJNA273874	SAMN03332251	RNA-Seq	101	1.96 G	1.18 Gb	THE ROCKEFELLER UNIVERSITY	SRX876231	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_58	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Larvae	L001_R1_0012.fastq.gz	Reproductive	58	5	58	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805225	PRJNA273874	SAMN03332252	RNA-Seq	101	1.79 G	1.07 Gb	THE ROCKEFELLER UNIVERSITY	SRX876232	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_59	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Pupae	L001_R1_0012.fastq.gz	Reproductive	59	5	59	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805226	PRJNA273874	SAMN03332253	RNA-Seq	202	9.65 G	6.02 Gb	THE ROCKEFELLER UNIVERSITY	SRX876145	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_60	SRP054963	female	Invertebrate	adult	brain	15/03/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C16b	Pupae	L001_R1_001.fastq.gz	Reproductive	60	2	60	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805227	PRJNA273874	SAMN03332254	RNA-Seq	101	1.53 G	906.69 Mb	THE ROCKEFELLER UNIVERSITY	SRX876233	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_61	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C1b	Larvae	L001_R1_001.fastq.gz	Brood Care	61	4	61	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805228	PRJNA273874	SAMN03332255	RNA-Seq	101	1.54 G	907.59 Mb	THE ROCKEFELLER UNIVERSITY	SRX876234	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_62	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C1b	Pupae	L001_R1_001.fastq.gz	Brood Care	62	4	62	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805229	PRJNA273874	SAMN03332256	RNA-Seq	101	1.34 G	810.69 Mb	THE ROCKEFELLER UNIVERSITY	SRX876235	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_63	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL1 (Line A)	C1b	Pupae	L001_R1_001.fastq.gz	Brood Care	63	4	63	12																				
